review_id,user_id,business_id,stars,date,text,useful,funny,cool
_7q6_NfyohZTPce62kIHlA,mcTsgUHZQZbq3R6BxE0xAA,eQNApV0-OpYJec3y1OoBvg,1,2014-02-18,"Terribly disorganized with zero knowledge in customer service. I placed an order at 6pm online, and shortly after received a confirmation email that my order would take 45-90 minutes. 7:45pm rolled around and I still hadn't received my delivery, so I decided to call them up and find out what the ETA on my order would be. The girl who picked up told me (her words, not mine) that my order had been ""lost in translation"" because it was a busy night and they had a lot of orders coming in. When asked why nobody had bothered to notify me between then and the time I had initially placed my order 2 hours prior to this conversation, I got another half-assed ""we're busy"" type response, followed by ""we can have your order delivered in another hour and a half,"" and a credit for ""next time."" At this point, if I hadn't (obviously) canceled my order, I'd have had to wait a total of THREE HOURS for my meal to arrive. Not once did they apologize, either.

About an hour and a half later I posted a tweet reiterating my frustrations at Magic Oven and within 2 minutes I had a call from them informing me they ""saw my tweet"" and essentially wondering what the issue was since they had ""offered me a credit,"" which I don't even want, because ordering from here again is out of the question at this point.

A word of advice to whoever is running this joint: Calling a very obviously frustrated customer at 10:30pm on a weeknight with what is essentially a poor excuse of a ""solution"" for a very poorly run business (once again, not a single apology on their end) is not the way to go about things.",1,1,0
2H8dQ7CjWTRqZ0R1Y2QhCg,Be-QnuTIuitqVzhDoDTgzw,ZBPwZv0QFWF9QGyR7LbIsA,5,2017-06-12,"Don't be fooled by the open seats. The pho was fantastic and authentic here. The thai tea was brewed strongly which reflects their quality.
The portions are generous, and the server did let us know when she thought we were ordering too much.

I will definitely come back!!!",0,0,0
jIf4eO5S1HW1oVlPTLPkYA,xgAsDQEKsAqLyBLoF1ANBg,7tUmASg6tOmh_DcIz2R7SQ,1,2011-02-14,"*WARNING* this restaurant is under new management and it's shot to hell!   The menu has changed, the quality of the food is below McDonalds standard, the wait time was atrocious. For your own sake, DON'T DO IT! My wife and I left extremely dissatisfied without paying. There was oil or soap residue in our drinks, the meal portion size was that of a happy meal. The food took forever to come to the table and there were foreign meats that were inside which weren't in the menu description. To top it off, the food didn't taste good. We took 2 bites before finally deciding to scram! The best thing on the menu was the diet coke...no joke!",2,0,1
b4cBVKn5yY0Heop3YMm3Fg,WUb8KUdRjdOzA2TVNke9Ow,eoJfl5vG7X87QhcKb0nt5Q,1,2014-10-16,"So, it's great that this massive biergarden\/resto has activated Chester Avenue across from the Greyhound Station.   As I strolled toward HH last night, I was struck by how many more people were on Chester.   Many, many more than Ive seen in the past.

That's great.

However, aside from  2-3 bright spots, Im afraid to say that HH's soft opening is not going well from a service perspective and the quality\/value of their food is poor.

What's good?

The physical space is beautiful.  It's a wide open, boisterous frat party atmosphere ...even on a Wednesday night.   With the polka band playing, the crowd large and vocal and an overall mood of ""Let's party"", the moment you step in the door, through an entryway half-heartedly stocked with over-priced t-shirts and steins, you know the purpose is for you to have a blast.

Also good?   Bar snacks.    The two our group tried were fresh, tasty and enjoyable.   The pretzels hawked from baskets, for cash only, are soft, perfectly salty and accompanied by a tangy mustard.   Perfect.   Secondly, the ping-pong sized sauerkraut balls eventually arrived (more on this later and they may have been another group's that we snagged out of desperation) and they were good.  Six round balls of fresh-tasting kraut were served with a creamy mustard that accented the greasy treats perfectly.   Win on both.

Finally, the seating is fun.   Packed in at long tables with strangers sounds less fun than it is.   We had a lot of social time with three CWRU neuroscience students who were good-natured, chatty and charming.

The beer is fine, but not remarkable.   We are spoiled here in CLE with great breweries.   HH has a lot of competition and Im not sure their Deutschland recipes are all that special as to warrant a special trip.   Again, its ok beer, but the dark, Oktoberfest and wheat beer wereacceptable but nothing special.

The bad?    Too many to list, but I'll give the highlights.

Service time.  We waited ONE HOUR AND TWENTY minutes from the moment we placed our food order until it FINALLY (FINALLY!) arrived.   Repeated attempts to find our server and multiple requests as to our food location brought the same wan response ""I'll check on it"".   Yes, it's a soft opening, but that is ridiculous.

We witnessed multiple double orders (guests were served their food, then 5 minutes later a runner brought the same folks the same order of food, which was obviously a duplicate order.). Massive staff confusion and back\/forth.   There's a problem in the kitchen.

Once our mains FINALLY arrived, the server, because of room flow, could not get to our location and had to pass our food down the table through four other guests to reach us.   The food was not worth the wait.   A pasta dish was barely better than Kraft Mac and Cheese and the side salad that was to accompany it was nonexistent and never made it out of the kitchen.   A pork dish was sloppily sauced with leaden dumplings and an unappealing presentation with food ""bunched up""on one side of the plate.    An entree salad had poor quality lettuce with a deep fried pork cutlet hacked into pieces and dumped on top with a warm bacon dressing that looked eerily like jarred chicken gravy.    All at a premium price.    Im happy to pay $15 bucks for good pasta, but for something I can make at home for much less, I expect something that tastes good.

As for room flow, there is a focus on maximizing space to increase revenue, but it comes at the expense of providing a smooth traffic flow.   In the NW corner of the cavernous room, there is no way for servers to circulate without going all the way around a huge room and then backtracking.    Remove one table to create an easy way to circulate.   This one needs to happen STAT.

There are not enough menus, silverware, or napkins available.   Repeated requests for these items brought zero response.   We ended up cadging all of these items by travelling to other tables and patching them together (2 napkins here, 1 napkin there - thank goodness for the kindness of strangers.).  

The polka band is fun, but in the cavernous space, it is LOUD.   There is no chance of conversation.   Know before you go, anything beyond 1-3 word shouting comments is nigh impossible.   This is the kind of place it is, so be aware.   

All told, even if this was a soft opening, the beer is not anything special, the food value is poor\/nonexistent and the systems (which are expected to be shaky during a soft opening) are SO BAD that it's going to take several months to shake them out.

I won't be back.   Too many other great locations in CLE.   I wish them the best, but don't have high hopes.   It appears that this new venture is relying on the brand ""sizzle"" (a Hofbrauhaus here!  Yay!) without investing in the core ""steak"" of excellent beer, toothsome, hearty food and effiecient service.

Nein, Hofbrauhaus Haus, nein.",16,1,1
hNWQvRI8NWxrUOieKscIBg,M-_VriDMcpkaTYHx61YLOg,kO1-ZswCgQak2beKUMaYRw,5,2016-10-21,"The food is ""ok,"" but I LOVE the service.  It is a small mom and pop type japanese restaurant with the sweetest service.  It is a peaceful place to eat quietly.",0,0,0
O01IJuE55Aop1j1UMogcyg,SEWXKf5WDE8KJEqkpfX-jA,JzITUte597nI4RXQK9nERQ,1,2015-10-06,"Really disappointed with the sushi. Deep fried rolls were way over fried for sushi and made roll tough to eat. I won't go back, I'll go somewhere else. Plus I think it made me sick, the seafood just tasted ""old"" maybe...not sure how to describe it but it turned my stomach.",0,0,0
dk6jePKZ80J60-L4dLbAWg,kUk4155JkATCUuUejMEetw,a6ZDQ3prZvEtYNFFYM1t4A,1,2014-07-27,This place a is the worst and the most of the checkers are so dumb. The one tonight's tried to charge me for the for an item that cost 2.99 a pound when the item I got was .99 a pound. Watch out. The checkers don't know what they are doing and it shows in the 6+ people lines. Guess what insult to it they have a sign saying 3 people or more and more checkers will come. What a joke. If your going to charge an arm and a leg at least get good workers.,0,1,0
a0eOt_Qj0OB4b2KbbwaVEA,BuoeBRpUhNZud9LPycrMWw,W6SaHPyp496fx-6rZXKYgA,5,2015-06-12,"Dr Cho does a great job.
Staff and hygienists are also excellent
Eventhough I moved to Tempe, my family still makes trek to south Chandler
Very good with kids also",0,0,0
M2BOU2YhJMGlFnoyzpgCgQ,qtTbNGE-4BYOyKbb7w2HDg,3KR6ZJa_OxZ3hp2gbL7aHg,1,2009-06-10,"This is a general overview of our experience with Tire Works.  We had a flat tire in the airport parking after getting back from a week long trip.  We brought the car into tire works and they filled the tire with Nitrogen.  They mentioned that the tire had been checked for any issues or punctures.  Of course, two days later the tire was flat (again) so we brought it in to Tire Works for the second time.  After a 2 hours wait, they finally looked at my tire and decided that there was a nail embedded in the Tire.  I asked them why they didn't see that two days ago if they checked over the tire properly, and they said it just happened the the last two days since I brought it there.  Hmmmm...same slow leak, same flat tire....I doubt that they really checked my tire in the first place.  I gave them the benefit of the doubt.

Fast forward a few months and the alternator went in our car.  For over $400, we were able to get another alternator put in our car by Tire Works.  A few weeks later our car breaks down a couple hundred miles away and guess what it is??? The alternator is bad!  Sucks for us though, because we have to somehow pay to get our car back to Tire Works in order for them to fix the car.  So either we have to pay for a new alternator AGAIN as well as labor costs, and hope that Tire Works will refund us our money from a few weeks prior.  Or we have to pay almost a thousand dollars to get our car towed from where we broke down back to Las Vegas.

What I think is the most hilarious is that the NUMBER ONE reason to go to Tire Works according to their web site states. ""We stand behind our service and products. If for any reason you are not really pleased, we'll make it right for you. Period.""  I call BS on that one.  

Don't even bother calling their corporate offices.  I spoke with Heather who was absolutely no help.  She let me know that her ""boss"" said she can't do anything to help us.  When I asked what her boss' name was she told me she couldn't give me that information or let me talk to her.  WHO SAYS THAT?  The mechanic at one of the shops tells me that I could have spoken to Kristen or Michelle, but unfortunately I don't think anyone in that office is looking out for their customers.

I would never go to Tire Works unless you want a huge headache and to feel like you've lost hundreds (or thousands) of dollars in their hands.",19,0,3
JFW2nDxItQGXxvO0WRsscw,OXgq1sumabJuLLv76XmTNQ,RJZK4XXMXYcu9NeLOWMP5A,5,2016-04-09,"I have been a long time customer of Elaine's and am so happy for their success. It is well deserved and earned. I love the service and they way they always make me feel special. Please stop by and treat yourself to a wonderful experience. The hours are particularly wonderful for all shift workers. 
Thank you to everyone at Elaine's!",0,0,0
N6HUt1yae4jq7hoFhb4_3w,KjjmBZc-uPVTEF138eCUDg,LnIO_JtoDS1xLfTHWuV_ug,1,2017-11-19,"I was super excited to try this place out.  I've lived in Arizona my entire life and have lived in Chandler for the last year and tonight everyone agreed on Mexican food.   

The location is perfect and outside presentation is nice.  Once inside you notice the bar area with quite a few lively people watching the ASU game- everyone looked quite happy and enjoying themselves.  

We ordered the appetizer platter and after my first bite of the mini taco I asked everyone if we should leave.  Everyone said no since we already ordered.  That first bite was a very good insight to what our meal would be like.  

We all ordered full meals on top of the appetizer and were very disappointed.  Everything tasted like cafeteria style food.  Not one fresh, quality dish was served.  The beans tasted canned and scorched, the rice was overly bland and the chicken fajitas and flour tortillas were rubbery.  A shredded pork salad was ordered and was not any better.  They have an abundance of items to choose from and are a master of none.

The only item that was decent were the grilled veggies that came with the chicken fajitas.",0,0,0
pcN5s2cQ01Q5qU3pXMm0IA,5lxTlix1T_3NRjviwZ3Ayg,QO6Puhxy64FfnYlbUPfnng,5,2017-04-28,"The service is super friendly, the food tastes amazing and the prices are incredibly reasonable. Literally, what more could you ask for?

I ordered the Coconut Veggie Soup as part of my lunch special... I could eat an entire pot of this is was so tasty. It had a rich coconuty texture with a citrusy undertone that is common in Thai dishes. It was awesome. My lunch special also came with a veggie spring roll, and the dipping sauce was very tasty. As a main I ordered a spicy eggplant dish that didn't disappoint. 

I would say in terms of value, you can't go wrong here.",0,0,0
BNZRgCiVD9W3zX3HseGC4Q,jrgfWasVL5LAg_OpCUXzlA,4VkLiFoIEjTTpbCRgxjnCQ,5,2017-11-15,This restaurant exceeds expectations! The food is amazing and the service is even better! Such a great location my husband and I definitely will be back!,0,0,0
5O_Az23A9rKQtaTkzN0QVA,BKStZjNR8k3qFvTFKmtftQ,cMHEWGbGdGy1WkThoh6oXA,1,2015-06-02,"BEWARE!!
We just signed up and was told we could bring a friend for free to try out the Club. 
My wife brought her sister so they can just walk around the track and try out the club..
They wouldn't let her ! They said it would cost her $20 plus sit down with a sales rep... What kind of crap is that? What happened to bring a friend for free???
We're supposed to pay $20 to see if you like it??? Well guess what? She didn't like it just because of what happened and she will never come back! I feel the same way because we were deceived..I see we are not the only ones they lied to... They will tell you anything or not tell you some things just to make  the sale..I'm pissed...",16,1,2
YTTmtVspRsTgce_FRo1kPQ,5elAkHICN6lnezS3nFn3vw,xn2wBz0SmCo5J6y10NK5ew,1,2017-04-26,"Arrival at 11 am. Now it is 4 pm. Still not seen by doctor. My sister is crying in pain. No help, no heart, no one cares. They say they are waiting for a bed. Ugh!",5,0,0
EwQ6FBmGLuFwtzFFGExQ7w,j30EgFmz_aia6lY2iKI-gg,DXlDzOcpdUE_F21tok0fgw,5,2013-07-06,"The best Cirque show I've ever had the pleasure to see.  Like most other Cirque shows, you will be amazed by the acrobats and dancers, but what I like best about this show is that there is a story line.

Since this was the first show I had ever seen, when the box office person said she could upgrade our seats, we were very excited.  Unfortunately, what we didn't know was that you don't need up front seats...if you are in the C tier seats, you will still have an incredible view of the entire show.",3,0,0
xbsY0oWyc2cI0aOgta0Yhw,Qu-dj4PLempU5UR8okY_FA,TDjodTN6pQEjpRpoa-gIKA,1,2017-03-21,Walked in to only rudely get turned away. Had called earlier in the day to ask if I needed to book a table for two was told that it would be a fairly quiet night and we would not have a problem. Glad we didn't eat there the place feels very old and stodgy. Kinda a blue plate special look.,0,0,0
tfiPlJcUlK6NqmkloZaV6Q,d1lBNAcUXS-rOgtwoE8png,_58iFj9Hj5NMVECaAkLjog,5,2015-06-12,"Elvira did an excellent job with my facial.  Great information, great products and an overall excellent experience.  Thanks, Elvira!",1,0,0
RLKqrVsAkRb1ehBZZRc1XQ,rxtxUmR4oTQbA_yWtftJkg,DrBS0F5mbkQ-DfE3weMqzA,1,2012-09-20,Emailed like 5 times - finally got some straight answers but alas the managment team is deplorable would not rent if you paid me to stay here....and check out the other reviews many have regretted renting there too,1,0,0
Y_SYyz6f0E7v4ojpz3UEEA,dCbQlAgCttPtq5_A8khAtA,vyDW7_CHhDUJshMqaSjj0g,1,2012-05-31,"I came here during Phoenix Comic Con, I was planning on going here around 4pm but the place had a 35 minute wait so me and my friends decided to just go to their bar. We waited a few minutes for a spot to open and we sat around and waited for the bartender to come to us. She never did and when she did I asked her for a beer and she did not even look up at me, she went and did her business and attended everyone else but me, so I just left I thought it was BS. I decided to give this place a second chance so I went there at around 11pm and this time we sat at one of the tables, we waited 15 minutes for someone to come help us and when we did we ordered two drinks, they took a long time with those drinks and the place was not even busy. After that they completely forgot about us, we were contemplating walking out on the check but instead we waved the server down for our check. I will never go back to this place again.",1,0,0
rKFxCijdvhCp9MHJEXaRpQ,JEYz6c1184W8WmB8EJQBgA,lwC0U4xU7T2qyCBRmrWFXQ,1,2016-07-18,"This place is just not for me. Many years ago I used to work in full line Nordstrom store and would hear about how fantastic Last Chance was. Maybe it was the day, but this store was worse than a second hand store. Even the second hand stores where I live are better organized than this. I probably spent a whole 25 mins in this store before I gave up and headed to the Rack down the way. The difference on a few items I discovered at both locations was less than a few dollars, but at least I knew it was easier to find, no chaos, cleaner and not worn and used at the Rack. Worth the price for a few dollars more if that makes sense. Most items as Last chance seem to be on last leg but price did not match condition. Maybe if you have time to go item through item ... you might find a true gem worth the price, but I did not find anything.",4,0,0
EeyOSitxlIVERxW4zNqL6A,u_C2R-F8RaWLojYiDm3kYw,z5J9U_HU4iVLwaCH6rdC2w,1,2017-11-01,Lo Lo's must be short for Low Inventory and Low Concern for Customer Satisfaction. I was severely disappointed. I spotted this place on a previous visit to Vegas. Despite mixed yelp reviews I had my sights set on patronizing this business on my next trip. We went on a Monday night. The hostess was friendly asked if we wanted waters but said she'd send the server over. No water.  The menu was expansive with many amusing entree names so it took a while to decide what we wanted but when we finally did we waited only for the server to come back and say they were out of several of the items and then came back and said they were out of an additional item.  It was most annoying and a server should already know what's out before they take your order. What's most irritating is that even though we shared it was our first time there and that we have been looking forward to coming they were so unapologetic about being out of items.  The manager never came over and they didn't offer any compensation. Since they kept coming back to food came out separately instead of at the same time. Just really trifling over all. They don't have to worry about me coming back.,1,0,0
E8ABRwAKYVWAoFBfUiapIQ,N7zrnnLGM6S9rYkI4me9Vg,NQCib9ceJhaIdfQ6ILwBJA,1,2013-06-17,Horrible experience and most awful customer service ever. I waited and waited and waited when I got there... I understand if it is busy but the least they could do is acknowledge the people waiting. The first car they gave me smelled like mold and cigarette smoke. It was so bad that I had to come all the way back (wait some more) and exchange the car out. They said I could get an upgrade for the inconvenience but of course nothing was available. To top it all off the temporary authorization they put on my car that they said was released went through... Now they won't even pick up the phone when I call. Awesome time. Oh wait... Just kidding.,1,0,0
AjHbMnnI-sjUdhfW_awLiQ,Y8y31EiIMUhkLcSkec6HVA,THrLI7lAIZZv1LD5pVrs5Q,5,2017-02-04,"5 stars because scheduling was easy, email reminder and a courtesy call was given, and the repair I had called about was diagnosed and fixed within 30 minutes. 
They will try to sell you a home warranty for your appliances. It will come out to about 600 a year at 49 a month. The service call will only cost 80 dollars which will include parts and labor. 
I did not opt for the warranty. My diagnostic fee alone was 99 which did not include parts and labor--although the description states if you move forward with repair the fee will apply towards parts and labor. I did find a 20% off coupon online and used it. My repair with the discount and fee applied toward parts and labor was approximately 250.00. 
I feel if I had shopped around this repair might have been less expensive. But since I'm not certain of this I can't dock the rating.",1,0,0
vuEZ1E3cd-bfh5kJUDzWcA,pN6pzJR6mK7549M0azoaxg,adY0LhYM4ip-83ENMEqbhQ,5,2013-05-31,"i've known about patty's closet for quite some time now but never had enough interest to walk into one.
fellow yelper, elizabeth b., was raving about it recently and recommended that i check one out.
after my haircut, i remembered that there was a patty's closet in the same shopping center, so i decided to go see what all the fuss was about.

i am so glad i did.

the concept is fantabulous.
in case you didn't know, let me just tell you.
they only carry 6 pieces of each item and maybe a total of 100 items (possibly less) and once they're sold out, you can never purchase them again.
it makes the items seem more unique especially if you know that the likelihood of seeing someone else wearing it is slim.
another great thing about patty's closet is the affordability.
the highest ticket price i saw was $35 for a dress, everything else was around the $20 mark.
i walked out of there with 2 pairs of pants, 4 tops and a hat for around $150.
phenomenal deal!

melissa, the franchise owner of this particular location, was beyond helpful.
from the moment i walked through the door to the moment i left, she was attentive, friendly and made a lot of really great suggestions.
the level of service i received was beyond anything i've ever experienced in a retail environment.
you get the rodeo drive, high end boutique experience without the snootiness that usually comes with that pleasure.
think julia roberts in pretty woman.
patty's closet is the opposite of that.

i'm most definitely a fan.
if you haven't been, you must give it a go.",6,1,6
8oFDPQ36KKQ_b8rbY9llWw,-LwZFIaa-SCYJKloGaxeaw,8pAy_orStQ13bbsJKuVEKg,5,2017-08-02,I can't say enough about this company. I have been coming here since the original owner Bob and had every one of my friends and family get work done. They do amazing work for a reasonable price. I have had the current owners done 4 jobs for me. All looked perfect.,0,0,0
mw8QJnUP6VzN0Nz30rhOZg,gud17MQR9N72rbL3GIvRyw,cShLYFiF-Bp0fJrx42-knw,5,2015-05-14,Tiffany Goodman is a rock star! She does such a great job cleaning the house and doesn't miss one detail! I will be sure to book her every time!,1,1,1
d-oiVTWID2Oyly9TWtSaBg,XesMlr4FNv3BVYYDFOLMFg,o53S1Sjaz3Z6rGY1i0S3uQ,1,2014-02-28,Wish I could say no star .. Cashier is shady she charged my card 50 bucks for a basic car wash .. I noticed few min later and went back to her and she pretended like it was a mistake ..,0,1,0
CGufnT6hlxz5vNI62ZZ4CA,EigCUvOIWlFGIJkqOWfikQ,PChG1Dm0A6AXIXkXGVK8Fw,5,2013-08-27,Where do I begin...  First off let me start off by saying they have the BEST customer service here. We went in last week for a friends birthday and did AYCE and had the best time ever. We would order a few rolls and out would come a chef special and then as the night rolled on they kept bring out new things for us to try!  How awesome for them to go above and beyond to allow us to try things we never would have.  We ended up having a lot left over because of all the extra rolls they brought us but they weren't breathing down our throat or making us pay because we had leftovers.  Sushi was yum!  Can't wait to go back!,3,0,1
qkYl353Yp2GHM6B8y7P1MA,7qBcSj5BS2l1p5Iu-sMxVg,UV2Jt8slktGu14gLZeNCjA,5,2014-12-25,This is THE best Indian food restaurant currently around LV Strip. Food is super delicious with great hospitality - feels like home. Recommend it for the flavorful Indian food done right with welcoming and caring hosts!,0,0,0
Tb9zgBZILPBUHy8mSeva-w,7pxXuhUdqwXf3I41Qw89gw,PDvtYEyNdBaJ2C8Sl49Zdg,5,2015-05-14,"Called to get an estimate and Rich was able to have me briefly describe what I was needing and he quoted me a price over the phone and then made an appointment within 3 days.

I had new granite counters installed on an island and some plumbing done and there was a gaping hole in the wall from the plumbing repair and drywall cut out for granite support brackets, he not only was on time, but gave me a call 15 minutes prior to let me know he was on the way.

Rich is about the nicest person I've ever met, he assured me it would look great when he was done and that he has been doing it for over 30 years and will make sure its perfect before he leaves.

It was perfect, he even took extra time to smooth the texture to match the existing texture perfectly, price was exactly what he quoted on the phone. All this and with an estimate that was lower than any other quote I got.",2,2,2
oU_f0_hbG5Frjj9dKGWj2Q,qnD1J2bUbBqQgLK5OJCbsQ,hpnFcRFzs3kg-qM1tPEg3g,1,2017-04-01,"I wish I can give them no stars.. I like strip clubs but this was the most arrogant, bitchiest girl strippers I've ever been around. They would not give me a glass of tap water and asked for $10 for a small bottled water. One bartender finally gave me a glass of water while I got tons of attitude from another one.. Also guys beware!!! Their ATM fees are $60 to get money out. So I saw a poor man getting a lap dance and then walking to ATM to realize he has to pay $60 for a lap dance that prob costed less than an ATM fee..",11,3,1
zD5pr-7Pw1CcDU-lp2A22Q,kIPa9CZlilpeapW4BQgGTg,XX0yTQj6EK98lttAPZrjUg,1,2017-09-29,"Been hanging in Sin City with some new business once or twice a month. Playa needed a new Escalade. Rolled up to the Carmax on a buddy's advice.  Bad move.  Long story short they screwed me on the transaction and I got stuck way overpaying. Had to go to Cali on the movie about my life story so the 2017 Escalade sat in the garage at Panorama for a few weeks. When I got back, they refused to give me another temporary tag.  This was an $80,000 cash purchase. My sales person was Yolanda Mller and Gabby in the business office was equally bad. Avoid Carmax unless you're broke and need their financing.",1,1,0
